Sentence #,Word,POS,Tag
,:,:,O
,07-2514733,ADD,O
,YONGTAT99@YAHOO.COM.MY,NNP,O
,GST,NNP,O
,ID,NNP,O
,:,:,O
,001570349056,CD,O
,TAX,NN,O
,INVOICE,NN,O
,DOC,NNP,O
,NO.,NNP,O
,:,:,O
,CS00035863,NNP,O
,DATE:,NNP,O
,13/03/2018,CD,B-date
,CASHIER,NNP,O
,:,:,O
,USER,NNP,O
,TIME:,NNP,O
,12:49:00,CD,O
,SALESPERSON:,NNP,O
,REF:,CD,O
,(GST),NFP,O
,(GST),NFP,O
,ITEM,RB,O
,QTY,NNP,O
,S/PRICE,CD,O
,S/PRICE,CD,O
,AMOUNT,NNP,O
,TAX,NN,O
,2697,CD,O
,1.00,CD,O
,PCS,NNP,O
,48.00,CD,O
,50.88,CD,O
,50.88,CD,O
,SR,NNP,O
,"10""WING",CD,O
,COMPASS,NNP,O
,5736,CD,O
,1.00,CD,O
,SET,NN,O
,47.17,CD,O
,60.00,CD,O
,50.00,CD,O
,SR,NNP,O
,"1/8""-3/4""",NNS,O
,12PCS,CD,O
,HOLLOW,NNP,O
,PUNCH,NNP,O
,SET,NNP,O
,TOTAL,NNP,O
,QTY:,VBP,O
,2,LS,O
,100.88,CD,O
,TOTAL,NNP,O
,SALES(EXCLUDING,NNP,O
,GST),NN,O
,:,:,O
,95.17,CD,O
,DISCOUNT,NNP,O
,:,:,O
,0.00,CD,O
,TOTAL,JJ,O
,GST,NNP,O
,:,:,O
,5.71,CD,O
,ROUNDLNG,NNS,O
,:,:,O
,0.02,CD,O
,TOTAL,JJ,O
,SALES(INCLUSIVE,NNP,O
,OF,IN,O
,GST),NN,O
,:,:,O
,100.90,CD,B-total
,CASH,NN,O
,:,:,O
,101.00,LS,O
,CHANGE,NNS,O
,:,:,O
,0.10,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMT(RM),NNP,O
,TAX(RM),FW,O
,SR,NNP,O
,6,CD,O
,95.17,CD,O
,5.71,CD,O
,TOTAL,NN,O
,:,:,O
,95.17,CD,O
,5.71,CD,O
Sentence: 49,PERNIAGAAN,NNP,B-company
,ZHENG,NNP,I-company
,HUI,NNP,I-company
,JM0325965-V,NNP,O
,NO.59,JJ,B-address
,JALAN,NNP,I-address
,PERMAS,VBD,I-address
,9/5,CD,I-address
,BANDAR,JJR,I-address
,BARU,NNP,I-address
,PERMAS,NN,I-address
,JAYA,NNS,I-address
,81760,CD,O
,JOHOR,NNP,B-address
,BAHRU,NNP,I-address
,TEL,NN,O
,:,:,O
,07-386,NN,O
,7524,CD,O
,GST,NNP,O
,NO,NNP,O
,:,:,O
,000800589824,CD,O
,SIMPLIFIED,VB,O
,TAX,NN,O
,INVOICE,NN,O
,CASH,NNP,O
,RACEJPT,NNP,O
,#:,.,O
,CS00085298,ADD,O
,SALESPERSON:,NNP,O
,DATE:,NNP,O
,15/03/2018,CD,B-date
,CASHIER:,JJ,O
,USER,NNP,O
,TIME:,NNP,O
,17:34:00,CD,O
,(RM),ADD,O
,(RM),ADD,O
,ITEM,RB,O
,QTY,NNP,O
,RSP,NNP,O
,AMOUNT,NNP,O
,3934,CD,O
,1,LS,O
,7.65,CD,O
,7.55,CD,O
,SR:,NNP,O
,CAR,NN,O
,PARKING,NN,O
,COUPON,NN,O
,TOT,NNP,O
,QTY:,IN,O
,1,LS,O
,7.66,CD,O
,(EXCLUDED,``,O
,GST),VBD,O
,SUB,NNP,O
,TOTAL,NNP,O
,(RM),VBZ,O
,:,:,O
,7.55,CD,O
,DISCOUNT,NNP,O
,(RM),VBZ,O
,:,:,O
,0.00,CD,O
,TOTAL,JJ,O
,GST,NNP,O
,(RM),-LRB-,O
,:,:,O
,0.45,LS,O
,ROUNDING,NNP,O
,(RM),-LRB-,O
,:,:,O
,0.00,CD,O
,TOTAL,NNP,O
,(RM),VBZ,O
,:,:,O
,8.00,CD,B-total
,CASH,NN,O
,:,:,O
,8.00,CD,B-total
,CHANGE,NNS,O
,(RM),VBZ,O
,:,:,O
,0.00,CD,O
,GST,NNP,O
,SUMMARY,NNP,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMOUNT,NNP,O
,GST,NNP,O
,SR,NNP,O
,6,CD,O
,7.55,CD,O
,0.45,LS,O
,TOTAL,NN,O
,:,:,O
,7.55,CD,O
,0.45,LS,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,RETURNABLE,VBN,O
,THANK,VBP,O
,YOU.,JJ,O
,FAX,NNP,O
,:,:,O
,07-386,NNP,O
,3793,CD,O
Sentence: 50,MORGANFIELD'S,NNP,O
,R,NN,O
,HORNG,NN,O
,OF,IN,O
,SDCKY,JJ,O
,BONES,NNS,O
,TIME,NNP,O
,LESS,NNP,O
,KITCHENETTE,NNP,B-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,COMPANY,NNP,O
,NO,NNP,O
,:,:,O
,1174703-K,CD,O
,GST,NNP,O
,REG,NNP,O
,NO,NN,O
,:,:,O
,0000,CD,O
,6771,CD,O
,0976,CD,O
,LOT,NNP,B-address
,50,CD,I-address
,FLOOR,NNP,I-address
,T2,NN,I-address
,SKY,NN,I-address
,AVENUE,NNP,I-address
,GENTING,NNP,I-address
,HIGHLANDS,NNS,I-address
,PAHANG,JJ,I-address
,69000,CD,I-address
,PAHANG,NN,I-address
,MALAYSLA,NNS,O
,GUEST,NN,O
,CHECK,NNS,O
,INVOICE,NNP,O
,NO:,NNP,O
,000039121,CD,O
,DATE:,NNP,O
,2018-03-23,.,B-date
,CASHIER,NN,O
,:,:,O
,MIZAN,NNS,O
,GENTING,NNP,B-address
,SERVER,NN,O
,:,:,O
,OPEN:,RB,O
,18:43:34,CD,O
,TABLE:,NNP,O
,25,CD,O
,PAX:,NNP,O
,6,CD,O
,1,LS,O
,RIBS,NNP,O
,PLATTER,NNP,O
,SR,NNP,O
,259.90,CD,O
,1,LS,O
,NAUGHTY,NNP,O
,SPARE,JJ,O
,RIB,NN,O
,-,HYPH,O
,FULL,NN,O
,SR,NNP,O
,106.90,CD,O
,SLAB,NNP,O
,1,LS,O
,APPLE,NNP,O
,-,HYPH,O
,350ML,NNP,O
,SR,NNP,O
,13.90,CD,O
,1,LS,O
,SOUR,JJ,O
,APPLE,NNP,O
,MOJITO,NNP,O
,SR,NNP,O
,18.90,CD,O
,1,LS,O
,BERRY,NNP,O
,EASY,NNP,O
,SR,NNP,O
,18.90,CD,O
,1,LS,O
,AUST,NNP,O
,RIB-EYE,NNP,O
,STEAK,NNP,O
,SR,NNP,O
,74.90,CD,O
,1,LS,O
,FRUITY,NNP,O
,GARDEN,NNP,O
,SALAD,NN,O
,SR,NNP,O
,21.90,CD,O
,2,LS,O
,HH,NNP,O
,ASAHI,NNS,O
,1+1/2,CD,O
,SR,NNP,O
,77.80,CD,O
,SUB-TOTAL,NNP,O
,:,:,O
,593.10,CD,B-total
,(INCLUSIVE),``,O
,GST,NNP,O
,6%,CD,O
,33.57,CD,O
,TOTAL,NN,O
,:,:,O
,19:32:35,CD,O
,TOTAL:,NNP,O
,593.10,CD,B-total
,GST,NNP,O
,SUMM,NNP,O
,AMT,NNP,O
,(RM),NNP,O
,TAX(RM),FW,O
,SR=,ADD,O
,6%,CD,O
,559.53,CD,O
,33.57,CD,O
,OS=,ADD,O
,0%,NFP,O
,0.00,CD,O
,0,NFP,O
Sentence: 51,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,22,CD,B-date
,MAR,NNP,I-date
,2018,CD,I-date
,18:24,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18032202170428,XX,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,I00100000035-,NNP,O
,1,CD,O
,MEAT,NN,O
,+,SYM,O
,3,CD,O
,VEGE,NNP,O
,$7.10,LS,O
,1,LS,O
,$7.10,LS,O
,SR,NNP,O
,I00100000064-ADD,NNP,O
,VEGETABLE,NNP,O
,$0.50,XX,O
,1,LS,O
,$0.50,XX,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,$7.60,CD,B-total
,GST,NNP,O
,@6%:,NFP,O
,$0.43,CD,O
,NETT,NNP,O
,TOTAL:,NNP,O
,$7.60,XX,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,$7.60,XX,B-total
,CHANGE,NNP,O
,$0.00,XX,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT($),CD,O
,TAX($),RB,O
,SR,NNP,O
,-,HYPH,O
,GST,NNP,O
,@6%,NNP,O
,7.17,CD,O
,0.43,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,(PRICE,-RRB-,O
,INCLUSIVE,NN,O
,OF,IN,O
,GST),VBN,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 52,TQ,NNP,O
,FOR,IN,O
,SHOPPING,VBG,O
,WITH,IN,O
,MYNEWS.COM,NN,O
,PAGOH,NNP,companyaddress
,REST,NNP,B-company
,AND,CC,I-company
,SERVICE,NNP,I-company
,AREA,NNP,I-company
,LOT,NNP,B-address
,R1,NNP,I-address
,KWS,NNP,I-address
,REHAT,NNP,I-address
,&,CC,I-address
,RAWAT,NNP,I-address
,PAGOH,VBZ,companyaddress
,ARAH,NNP,B-address
,UTARA,NNP,I-address
,SIMPANG,NNP,I-address
,AMPAT,NN,I-address
,PAGOH,NNP,companyaddress
,LEBUHRAYA,VBP,B-address
,UTARA,NNP,I-address
,SELATAN.,NNS,O
,84600,CD,B-address
,PAGOH,NNP,companyaddress
,JOHOR,NNP,B-address
,MYNEWSCARELLNE,NNP,O
,:,:,O
,180088,CD,O
,1231,CD,O
,MYNEWSCARELINE@MYNEWS.COM.MY,ADD,O
,MYNEWS,NNP,O
,RETAIL,JJ,O
,SB(306295-X),VBZ,O
,FKA,NNP,O
,BISON,NN,O
,STORES,NNP,O
,SB,NNP,O
,TAX,NN,O
,REG,NNP,O
,ID,NNP,O
,CBP,NNP,O
,000709361664,CD,O
,QTY,NNP,O
,PRICE,NN,O
,DISC,NNP,O
,AMT,NNP,O
,JALAN,NNP,O
,JALAN,NNP,O
,02,CD,O
,1,LS,O
,10.00,CD,B-total
,0.00,CD,O
,10.00,CD,B-total
,ZRL,NNP,O
,SUB,NNP,O
,TOTAL,NNP,O
,10.00,CD,B-total
,GRAND,NNP,O
,TOTAL,NNP,O
,10.00,CD,B-total
,CASH,NNP,O
,20.00,CD,O
,MYR,NN,O
,20.00,CD,O
,CHANGE,NNP,O
,DUE,NNP,O
,10.00,CD,B-total
,TOTAL,JJ,O
,QTY,NNP,O
,1,LS,O
,ZRL,NNP,O
,:,:,O
,0%,CD,O
,GOODS,NN,O
,:,:,O
,10.00,CD,B-total
,TAX,NN,O
,:,:,O
,0.00,CD,O
,23/03/2018,CD,B-date
,9:34:40,CD,O
,AM,NN,O
,BILL,NNP,O
,18550,CD,O
,-,SYM,O
,389,CD,O
,-,HYPH,O
,4768,CD,O
,-,HYPH,O
,2303180113,CD,O
,PRICE,NN,O
,IS,VBZ,O
,GST,NNP,O
,INCLUSIVE,NNP,O
Sentence: 53,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,24,CD,B-date
,MAR,NNP,I-date
,2018,CD,I-date
,18:23,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOL,NN,O
,81200,CD,B-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18032402170368,VB,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,I00100000027-,NNP,O
,2,CD,O
,MEAT,NN,O
,+,SYM,O
,2,CD,O
,VEGE,NNP,O
,$8.70,LS,O
,1,LS,O
,$8.70,LS,O
,SR,NNP,O
,I00100000064-ADD,NNP,O
,VEGETABLE,NNP,O
,$0.50,XX,O
,1,LS,O
,$0.50,XX,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,$9.20,XX,B-total
,GST,NNP,O
,@6%:,NNP,O
,$0.52,CD,O
,NETT,NNP,O
,TOTAL:,FW,O
,$9.20,ADD,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,$9.20,XX,B-total
,CHANGE,NNP,O
,$0.00,XX,O
,GST,NNP,O
,SUMMANY,NNP,O
,AMOUNT($),CD,O
,TAX($),RB,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@6%,NNP,O
,8.68,CD,O
,0.52,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,(PRICE,-RRB-,O
,INCLUSIVE,NN,O
,OF,IN,O
,GST),VBN,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 54,CARREFOUR,NN,B-company
,RESTAURANT,NN,I-company
,JM0725755-U,NNP,O
,18,CD,B-address
,JALAN,NNP,I-address
,PERMAS,VBD,I-address
,10/7,VBG,I-address
,BANDAR,JJR,I-address
,BARU,NNP,I-address
,PERMAS,NN,I-address
,JAYA,NNS,I-address
,MASAI,NNP,I-address
,JOHOR,NNP,I-address
,GST,NNP,O
,ID,NNP,O
,:,:,O
,000433614848,CD,O
,TEL,NN,O
,:,:,O
,07-3822612,ADD,O
,TABLE,NNP,O
,:,:,O
,3,LS,O
,CASH,NNP,O
,MEMBER,NN,O
,POINTS,NNS,O
,:,:,O
,0.00,CD,O
,RECEIPT,NNP,O
,CS00018751,NNP,O
,DATE:,NNP,O
,20/03/2018,CD,B-date
,SALESPERSON,NNP,O
,TIME:,NNP,O
,12:42:00,CD,O
,CASHIER:,JJ,O
,BAI,NNP,O
,HE,NNP,O
,ITEM,RB,O
,QTY,NNP,O
,U/P,NNP,O
,DISC%,NNP,O
,AMOUNT,NNP,O
,238,CD,O
,1,LS,O
,10.00,CD,O
,10.00,CD,O
,1033,CD,O
,1,LS,O
,3.00,CD,O
,3.00,CD,O
,TOTAL,NNP,O
,QTY:,VBP,O
,2,LS,O
,TOTAL,NNP,O
,POINTS:,NNS,O
,0.00,CD,O
,SUB-TOTAL,NNP,O
,:,:,O
,13.00,CD,O
,DISC,NNP,O
,:,:,O
,0.00,CD,O
,SERVICE,NNP,O
,CHARGE,NNP,O
,:,:,O
,0.00,CD,O
,GOV,NNP,O
,TAX,NN,O
,:,:,O
,0.78,CD,O
,ROUNDING,NNP,O
,:,:,O
,0.02,CD,O
,TOTAL,NNP,O
,13.80,CD,B-total
,CASH,NNP,O
,13.80,CD,B-total
,CHANGE,NNP,O
,0.00,CD,O
,GOODS,JJ,O
,SOLD,NN,O
,ARE,VBP,O
,NOT,RB,O
,RETURNABLE,VBN,O
,THANK,VBP,O
,YOU.,JJ,O
,***,NFP,O
,***,NFP,O
Sentence: 55,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,19,CD,B-date
,MAR,NNP,I-date
,2018,CD,I-date
,18:26,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18031902160324,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,I00100000001-,NNP,O
,CHICKEN,NNS,O
,$2.70,CD,O
,1,LS,O
,$2.70,CD,O
,SR,NNP,O
,I00100000060-,NNP,O
,4,CD,O
,VEGE,NNP,O
,$5.50,CD,O
,1,LS,O
,$5.50,CD,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,$8.20,CD,B-total
,GST,NNP,O
,@6%:,.,O
,$0.46,CD,O
,NETT,NNP,O
,TOTAL:,NNP,O
,$8.20,CD,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,$8.20,CD,B-total
,CHANGE,NNP,O
,$0.00,XX,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT($),CD,O
,TAX($),RB,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@6%,NNP,O
,7.74,CD,O
,0.46,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,(PRLCE,:,O
,INCLUSIVE,NN,O
,OF,IN,O
,GST),NN,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK,NNP,O
,COM/BARWANGRICE,CD,O
Sentence: 56,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,21,CD,B-date
,MAR,NNP,I-date
,2018,CD,I-date
,17:59,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18032102170360,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,I00100000121-,NNP,O
,YONG,NNP,O
,TAU,NNP,O
,FOO,NNP,O
,(S),-LRB-,O
,$1.60,XX,O
,1,LS,O
,$1.60,XX,O
,SR,NNP,O
,I00100000035-,NNP,O
,1,CD,O
,MEAT,NN,O
,+,SYM,O
,3,CD,O
,VEGE,NNP,O
,$7.10,LS,O
,1,LS,O
,$7.10,LS,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,$8.70,CD,B-total
,GST,NNP,O
,@6%:,NNP,O
,$0.49,CD,O
,NETT,NNP,O
,TOTAL:,NNP,O
,$8.70,.,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,$8.70,LS,B-total
,CHANGE,NNP,O
,$0.00,XX,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT($),CD,O
,TAX($),RB,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@6%,NNP,O
,8.21,CD,O
,0.49,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,(PRICE,-RRB-,O
,INCLUSIVE,NN,O
,OF,IN,O
,GST),VBN,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 57,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,29,CD,B-date
,MAR,NNP,I-date
,2018,CD,I-date
,18:19,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18032902170347,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,I00100000035-,NNP,O
,1,CD,O
,MEAT,NN,O
,+,SYM,O
,3,CD,O
,VEGE,NNP,O
,$7.10,LS,B-total
,1,LS,O
,$7.10,LS,B-total
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,$7.10,CD,B-total
,GST,NNP,O
,@6%:,NNP,O
,$0.40,CD,O
,NETT,NNP,O
,TOTAL:,NNP,O
,$7.10,CD,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,$7.10,LS,B-total
,CHANGE,NNP,O
,$0.00,XX,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT($),CD,O
,TAX($),RB,O
,3R,NNP,O
,=,-RRB-,O
,QST,NNP,O
,@6%,.,O
,6.70,CD,O
,0.40,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE@PERMAS,VBZ,O
,JAYA,NNS,O
,(PRICE,-RRB-,O
,INCLUSIVE,NN,O
,OF,IN,O
,GST),VBN,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK.COM/BARWANGRICE,ADD,O
Sentence: 58,UNIHAKKA,NNP,B-company
,INTERNATIONAL,NNP,I-company
,SDN,NNP,I-company
,BHD,NNP,I-company
,30,CD,B-date
,MAR,NNP,I-date
,2018,CD,I-date
,18:17,CD,O
,(867388-U),-LRB-,O
,12,CD,B-address
,JALAN,NNP,I-address
,TAMPOI,NNP,I-address
,7/4,CD,I-address
,KAWASAN,NNP,I-address
,PERINDUSTRIAN,NNP,I-address
,TAMPOI,NNP,I-address
,81200,CD,I-address
,JOHOR,NNP,I-address
,BAHRU,NNP,I-address
,JOHOR,NNP,I-address
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NNP,O
,#,NN,O
,:,:,O
,OR18033002170384,ADD,O
,ITEM,RB,O
,QTY,NNP,O
,TOTAL,NNP,O
,SR,NNP,O
,I00100000035-,NNP,O
,1,CD,O
,MEAT,NN,O
,+,SYM,O
,3,CD,O
,VEGE,NNP,O
,$7.10,LS,O
,1,LS,O
,$7.10,LS,O
,SR,NNP,O
,I00100000015-,NNP,O
,VEGETABLE,NNP,O
,$1.10,CD,O
,1,LS,O
,$1.10,CD,O
,TOTAL,NNP,O
,AMOUNT:,NNP,O
,$8.20,CD,B-total
,GST,NNP,O
,@6%:,.,O
,$0.46,CD,O
,NETT,NNP,O
,TOTAL:,NNP,O
,$8.20,CD,B-total
,PAYMENT,NNP,O
,MODE,NNP,O
,AMOUNT,NNP,O
,CASH,NNP,O
,$8.20,CD,B-total
,CHANGE,NNP,O
,$0.00,XX,O
,GST,NNP,O
,SUMMARY,NNP,O
,AMOUNT($),CD,O
,TAX($),RB,O
,SR,NNP,O
,=,SYM,O
,GST,NNP,O
,@6%,NNP,O
,7.74,CD,O
,0.46,CD,O
,GST,NNP,O
,REG,NN,O
,#000656195584,ADD,O
,BAR,NNP,O
,WANG,NNP,O
,RICE,NN,O
,@PERMAS,NN,O
,JAYA,NNS,O
,(PRICE,-RRB-,O
,INCLUSIVE,NN,O
,OF,IN,O
,GST),VBN,O
,THANK,VBP,O
,YOU,PRP,O
,&,CC,O
,COME,VB,O
,AGAIN!,VBZ,O
,LIKE,UH,O
,AND,CC,O
,FOLLOW,VB,O
,US,NNP,O
,ON,NNP,O
,FACEBOOK!,XX,O
,FACEBOOK,NNP,O
,COM/BARWANGRICE,CD,O
Sentence: 59,TRIPLE,NNP,B-company
,SIX,CD,I-company
,POINT,NNP,I-company
,ENTERPRISE,NN,I-company
,666,CD,I-company
,NO,DT,B-address
,14&,CD,O
,16,CD,B-address
,JALAN,NNP,I-address
,PERMAS,VBD,I-address
,4/3,CD,I-address
,BANDAR,NN,I-address
,BARU,NNP,I-address
,PERMAS,VBD,I-address
,JAY,NNP,I-address
,TEL,NN,O
,:,:,O
,016-7574666,.,O
,RECEIPT,NNP,O
,NO:,NNP,O
,REC-0015016,NNP,O
,DATE:,NNP,O
,25-03-2018,$,B-date
,09:42:19,CD,O
,AM,NNP,O
,PAYMENT,NNP,O
,TYPE:,JJ,O
,CASH,NN,O
,RECEIPT,NNP,O
,(RECEIPT,:,O
,NO:,NNP,O
,REC.0015016),CD,O
,QTY,NNP,O
,ITEM,RB,O
,PRICE,NN,O
,TOTAL,NNP,O
,(RM),ADD,O
,(RM),ADD,O
,2X,NNP,O
,HEY,NNP,O
,SONG,NNP,O
,4.30,CD,O
,7.60,CD,B-total
,CAMELLIA,NN,O
,GREEN,NNP,O
,TEA,NNP,O
,580ML,NNP,O
,(DISC:,ADD,O
,1.0000),CD,O
,DISCOUNT,NNP,O
,1.00,CD,O
,TOTAL,NNP,O
,AMOUNT,NNP,O
,7.60,CD,B-total
,TENDERED,NNP,O
,10.00,CD,O
,CHANGE,NNP,O
,2.40,CD,O
Sentence: 60,B.I.G.,NNS,O
,BEN'S,NNP,O
,INDEPENDENT,NNP,B-company
,GROCER,NNP,I-company
,BENS,NNP,I-company
,INDEPENDENT,NNP,I-company
,GROCER,NNP,I-company
,SDN.,NNP,I-company
,BHD,NNP,I-company
,(913144-A),-LRB-,O
,LOT,NNP,B-address
,6,CD,I-address
,JALAN,NNP,I-address
,BATAI,NNP,I-address
,PLAZA,NN,I-address
,BATAI,NNP,I-address
,DAMANSARA,NNP,I-address
,HEIGHTS,NNP,I-address
,50490,CD,I-address
,KUALA,NNP,I-address
,LUMPUR,NNP,I-address
,T:,NNP,O
,03-2093,CD,O
,7358,CD,O
,|,NNP,O
,F:,NNP,O
,03-2093,NN,O
,7359,CD,O
,(GST,-LRB-,O
,REG,NN,O
,NO,NN,O
,000243941376),CD,O
,TAX,NN,O
,INVOICE,NN,O
,:,:,O
,BAT02201803120255,NNP,O
,12/03/18,RB,B-date
,CASHIER,NN,O
,:,:,O
